time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-02 00:00:00+00:00,0,0,3,2
2026-07-03 00:00:00+00:00,4,2,1,1
2026-07-04 00:00:00+00:00,0,0,0,0
2026-07-05 00:00:00+00:00,0,0,3,3
2026-07-06 00:00:00+00:00,3,3,15,2
2026-07-07 00:00:00+00:00,1,1,10,2
2026-07-08 00:00:00+00:00,21,13,7,2
2026-07-09 00:00:00+00:00,3,3,14,4
2026-07-10 00:00:00+00:00,4,3,21,3
2026-07-11 00:00:00+00:00,6,3,1,1
2026-07-12 00:00:00+00:00,8,2,2,1
2026-07-13 00:00:00+00:00,4,1,6,4
2026-07-14 00:00:00+00:00,1,1,6,4
2026-07-15 00:00:00+00:00,11,4,4,3
